subject,condition,trial_type,trial_num,fixation_position,target_item,selected_item,correct,excluded
16,left,training,52,,2,2,1,False
16,left,training,53,,4,4,1,False
16,left,training,54,,5,5,1,False
16,left,training,55,,0,0,1,False
16,left,training,56,,0,0,1,False
16,left,training,57,,4,4,1,False
16,left,training,58,,7,7,1,False
16,left,training,59,,6,6,1,False
16,left,training,60,,5,5,1,False
16,left,training,61,,3,3,1,False
16,left,training,62,,1,1,1,False
16,left,training,63,,2,2,1,False
16,left,test,0,2,2,2,1,False
16,left,test,1,5,3,1,0,False
16,left,test,2,5,0,0,1,False
16,left,test,3,4,5,5,1,False
16,left,test,4,1,2,2,1,False
16,left,test,5,1,7,7,1,False
16,left,test,6,5,5,5,1,False
16,left,test,7,0,6,6,1,False
16,left,test,8,5,2,2,1,False
16,left,test,9,6,5,5,1,False
16,left,test,10,3,7,7,1,False
16,left,test,11,0,3,3,1,False
16,left,test,12,1,6,6,1,False
16,left,test,13,6,7,7,1,False
16,left,test,14,0,4,4,1,False
16,left,test,15,4,2,2,1,False
16,left,test,16,3,1,1,1,False
16,left,test,17,6,4,4,1,False
16,left,test,18,3,4,4,1,False
16,left,test,19,4,1,1,1,False
16,left,test,20,2,5,5,1,False
16,left,test,21,5,6,2,0,False
16,left,test,22,5,4,4,1,False
16,left,test,23,1,4,4,1,False
16,left,test,24,6,3,3,1,False
16,left,test,25,2,4,4,1,False
16,left,test,26,2,7,7,1,False
16,left,test,27,3,0,0,1,False
16,left,test,28,2,1,1,1,False
16,left,test,29,6,1,1,1,False
16,left,test,30,0,1,1,1,False
16,left,test,31,4,4,4,1,False
16,left,test,32,6,6,2,0,False
16,left,test,33,4,3,3,1,False
16,left,test,34,6,0,0,1,False
16,left,test,35,3,5,5,1,False
16,left,test,36,2,0,0,1,False
16,left,test,37,1,0,0,1,False
16,left,test,38,0,2,2,1,False
16,left,test,39,4,0,0,1,False
16,left,test,40,4,6,2,0,False
16,left,test,41,0,7,7,1,False
16,left,test,42,1,3,3,1,False
16,left,test,43,1,5,5,1,False
16,left,test,44,2,6,6,1,False
16,left,test,45,3,2,2,1,False
16,left,test,46,6,2,2,1,False
16,left,test,47,3,6,6,1,False
16,left,test,48,2,3,3,1,False
16,left,test,49,0,0,5,0,False
16,left,test,50,0,5,5,1,False
16,left,test,51,4,7,7,1,False
16,left,test,52,1,1,1,1,False
16,left,test,53,5,7,7,1,False
16,left,test,54,5,1,1,1,False
16,left,test,55,3,3,3,1,False
17,left,training,0,,7,2,0,False
17,left,training,1,,4,2,0,False
17,left,training,2,,0,4,0,False
17,left,training,3,,3,3,1,False
17,left,training,4,,1,4,0,False
17,left,training,5,,6,6,1,False
17,left,training,6,,5,5,1,False
17,left,training,7,,2,1,0,False
17,left,training,8,,3,3,1,False
17,left,training,9,,6,6,1,False
17,left,training,10,,7,7,1,False
17,left,training,11,,0,0,1,False
17,left,training,12,,5,2,0,False
17,left,training,13,,2,2,1,False
17,left,training,14,,4,4,1,False
17,left,training,15,,1,1,1,False
17,left,training,16,,3,2,0,False
17,left,training,17,,0,5,0,False
17,left,training,18,,7,7,1,False
17,left,training,19,,4,4,1,False
17,left,training,20,,2,2,1,False
17,left,training,21,,6,6,1,False
17,left,training,22,,5,5,1,False
17,left,training,23,,1,1,1,False
17,left,training,24,,2,2,1,False
17,left,training,25,,4,5,0,False
17,left,training,26,,1,1,1,False
17,left,training,27,,7,7,1,False
17,left,training,28,,3,3,1,False
17,left,training,29,,6,6,1,False
17,left,training,30,,0,5,0,False
17,left,training,31,,5,5,1,False
17,left,training,32,,1,1,1,False
17,left,training,33,,3,3,1,False
17,left,training,34,,6,6,1,False
17,left,training,35,,4,5,0,False
17,left,training,36,,2,2,1,False
17,left,training,37,,7,7,1,False
17,left,training,38,,5,5,1,False
17,left,training,39,,0,0,1,False
17,left,training,40,,6,6,1,False
17,left,training,41,,0,0,1,False
17,left,training,42,,1,4,0,False
17,left,training,43,,3,3,1,False
17,left,training,44,,7,5,0,False
17,left,training,45,,5,0,0,False
17,left,training,46,,4,4,1,False
17,left,training,47,,2,2,1,False
17,left,training,48,,1,1,1,False
17,left,training,49,,5,5,1,False
17,left,training,50,,6,6,1,False
17,left,training,51,,2,2,1,False
17,left,training,52,,4,4,1,False
17,left,training,53,,3,3,1,False
17,left,training,54,,0,0,1,False
17,left,training,55,,7,7,1,False
17,left,training,56,,0,0,1,False
17,left,training,57,,7,7,1,False
17,left,training,58,,3,3,1,False
17,left,training,59,,2,2,1,False
17,left,training,60,,1,1,1,False
17,left,training,61,,5,5,1,False
17,left,training,62,,6,6,1,False
17,left,training,63,,4,0,0,False
17,left,test,0,1,3,3,1,False
17,left,test,1,0,6,6,1,False
17,left,test,2,5,5,0,0,False
17,left,test,3,6,0,0,1,False
17,left,test,4,0,3,3,1,False
17,left,test,5,2,7,7,1,False
17,left,test,6,2,6,6,1,False
17,left,test,7,5,0,5,0,False
17,left,test,8,4,0,0,1,False
17,left,test,9,5,7,7,1,False
17,left,test,10,0,4,4,1,False
17,left,test,11,0,7,7,1,False
17,left,test,12,5,6,6,1,False
17,left,test,13,2,3,3,1,False
17,left,test,14,2,4,4,1,False
17,left,test,15,3,7,7,1,False
17,left,test,16,6,5,3,0,False
17,left,test,17,1,4,4,1,False
17,left,test,18,3,6,6,1,False
17,left,test,19,6,4,4,1,False
17,left,test,20,4,5,0,0,False
17,left,test,21,6,2,2,1,False
17,left,test,22,1,0,0,1,False
17,left,test,23,3,3,3,1,False
17,left,test,24,4,4,4,1,False
17,left,test,25,6,6,6,1,False
17,left,test,26,3,5,5,1,False
17,left,test,27,2,5,5,1,False
17,left,test,28,0,2,2,1,False
17,left,test,29,1,6,6,1,False
17,left,test,30,2,0,4,0,False
17,left,test,31,0,5,4,0,False
17,left,test,32,3,4,4,1,False
17,left,test,33,4,2,2,1,False
17,left,test,34,1,1,1,1,False
17,left,test,35,1,2,2,1,False
17,left,test,36,6,1,1,1,False
17,left,test,37,4,3,3,1,False
17,left,test,38,6,3,3,1,False
17,left,test,39,5,1,1,1,False
17,left,test,40,6,7,0,0,False
17,left,test,41,5,3,3,1,False
17,left,test,42,4,6,6,1,False
17,left,test,43,3,2,2,1,False
17,left,test,44,1,7,7,1,False
17,left,test,45,0,0,0,1,False
17,left,test,46,4,7,7,1,False
17,left,test,47,3,1,1,1,False
17,left,test,48,0,1,1,1,False
17,left,test,49,3,0,0,1,False
17,left,test,50,5,2,2,1,False
17,left,test,51,4,1,1,1,False
17,left,test,52,1,5,4,0,False
17,left,test,53,5,4,2,0,False
17,left,test,54,2,1,1,1,False
17,left,test,55,2,2,2,1,False
18,left,training,0,,2,0,0,False
18,left,training,1,,1,5,0,False
18,left,training,2,,4,0,0,False
18,left,training,3,,3,3,1,False
18,left,training,4,,0,0,1,False
18,left,training,5,,6,6,1,False
18,left,training,6,,7,7,1,False
18,left,training,7,,5,7,0,False
18,left,training,8,,7,3,0,False
18,left,training,9,,1,2,0,False
18,left,training,10,,0,6,0,False
18,left,training,11,,4,3,0,False
18,left,training,12,,2,2,1,False
18,left,training,13,,5,5,1,False
18,left,training,14,,6,2,0,False
18,left,training,15,,3,7,0,False
18,left,training,16,,6,7,0,False
18,left,training,17,,4,2,0,False
18,left,training,18,,3,3,1,False
18,left,training,19,,0,0,1,False
18,left,training,20,,5,6,0,False
18,left,training,21,,2,7,0,False
18,left,training,22,,1,1,1,False
18,left,training,23,,7,7,1,False
18,left,training,24,,0,0,1,False
18,left,training,25,,1,4,0,False
18,left,training,26,,6,6,1,False
18,left,training,27,,7,3,0,False
18,left,training,28,,2,7,0,False
18,left,training,29,,5,5,1,False
18,left,training,30,,4,4,1,False
18,left,training,31,,3,3,1,False
18,left,training,32,,7,7,1,False
18,left,training,33,,5,5,1,False
18,left,training,34,,4,5,0,False
18,left,training,35,,1,1,1,False
18,left,training,36,,2,6,0,False
18,left,training,37,,3,7,0,False
18,left,training,38,,6,6,1,False
18,left,training,39,,0,0,1,False
18,left,training,40,,1,2,0,False
18,left,training,41,,7,3,0,False
18,left,training,42,,0,0,1,False
18,left,training,43,,5,5,1,False
18,left,training,44,,4,4,1,False
18,left,training,45,,2,2,1,False
18,left,training,46,,6,3,0,False
18,left,training,47,,3,3,1,False
18,left,training,48,,6,6,1,False
18,left,training,49,,0,0,1,False
18,left,training,50,,5,5,1,False
18,left,training,51,,7,7,1,False
18,left,training,52,,4,5,0,False
18,left,training,53,,3,3,1,False
18,left,training,54,,2,7,0,False
18,left,training,55,,1,1,1,False
18,left,training,56,,5,5,1,False
18,left,training,57,,3,3,1,False
18,left,training,58,,6,6,1,False
18,left,training,59,,1,1,1,False
18,left,training,60,,4,4,1,False
18,left,training,61,,0,0,1,False
18,left,training,62,,2,2,1,False
18,left,training,63,,7,7,1,False
18,left,test,0,3,7,3,0,False
18,left,test,1,2,0,0,1,False
18,left,test,2,0,3,1,0,False
18,left,test,3,1,2,2,1,False
18,left,test,4,4,2,2,1,False
18,left,test,5,4,0,0,1,False
18,left,test,6,5,6,5,0,False
18,left,test,7,2,7,7,1,False
18,left,test,8,3,0,0,1,False
18,left,test,9,3,6,3,0,False
18,left,test,10,2,1,1,1,False
18,left,test,11,4,3,2,0,False
18,left,test,12,2,5,5,1,False
18,left,test,13,1,1,1,1,False
18,left,test,14,4,5,5,1,False
18,left,test,15,0,1,1,1,False
18,left,test,16,4,6,6,1,False
18,left,test,17,4,1,1,1,False
18,left,test,18,0,7,7,1,False
18,left,test,19,5,0,2,0,False
18,left,test,20,3,3,3,1,False
18,left,test,21,3,2,0,0,False
18,left,test,22,0,5,5,1,False
18,left,test,23,0,2,2,1,False
18,left,test,24,5,7,4,0,False
18,left,test,25,0,4,4,1,False
18,left,test,26,2,2,2,1,False
18,left,test,27,6,6,4,0,False
18,left,test,28,5,1,0,0,False
18,left,test,29,6,2,6,0,False
18,left,test,30,6,4,0,0,False
18,left,test,31,6,3,5,0,False
18,left,test,32,2,6,6,1,False
18,left,test,33,4,4,5,0,False
18,left,test,34,3,4,4,1,False
18,left,test,35,5,4,5,0,False
18,left,test,36,6,5,4,0,False
18,left,test,37,4,7,5,0,False
18,left,test,38,1,7,7,1,False
18,left,test,39,5,3,2,0,False
18,left,test,40,1,0,0,1,False
18,left,test,41,3,5,4,0,False
18,left,test,42,5,2,2,1,False
18,left,test,43,2,4,4,1,False
18,left,test,44,1,6,6,1,False
18,left,test,45,1,4,4,1,False
18,left,test,46,2,3,3,1,False
18,left,test,47,5,5,5,1,False
18,left,test,48,0,6,6,1,False
18,left,test,49,1,3,7,0,False
18,left,test,50,3,1,1,1,False
18,left,test,51,0,0,0,1,False
18,left,test,52,1,5,5,1,False
18,left,test,53,6,0,0,1,False
18,left,test,54,6,1,0,0,False
18,left,test,55,6,7,6,0,False
19,left,training,0,,4,4,1,False
19,left,training,1,,7,6,0,False
19,left,training,2,,5,4,0,False
19,left,training,3,,0,6,0,False
19,left,training,4,,2,4,0,False
19,left,training,5,,3,3,1,False
19,left,training,6,,6,6,1,False
19,left,training,7,,1,6,0,False
19,left,training,8,,1,5,0,False
19,left,training,9,,6,6,1,False
19,left,training,10,,3,3,1,False
19,left,training,11,,0,5,0,False
19,left,training,12,,5,0,0,False
19,left,training,13,,2,1,0,False
19,left,training,14,,7,7,1,False
19,left,training,15,,4,4,1,False
19,left,training,16,,7,7,1,False
19,left,training,17,,0,0,1,False
19,left,training,18,,1,1,1,False
19,left,training,19,,6,6,1,False
19,left,training,20,,4,4,1,False
19,left,training,21,,3,3,1,False
19,left,training,22,,5,5,1,False
19,left,training,23,,2,2,1,False
19,left,training,24,,1,1,1,False
19,left,training,25,,0,0,1,False
19,left,training,26,,2,5,0,False
19,left,training,27,,4,6,0,False
19,left,training,28,,5,5,1,False
19,left,training,29,,3,3,1,False
19,left,training,30,,7,5,0,False
19,left,training,31,,6,6,1,False
19,left,training,32,,6,6,1,False
19,left,training,33,,1,1,1,False
19,left,training,34,,4,4,1,False
19,left,training,35,,0,6,0,False
19,left,training,36,,2,3,0,False
19,left,training,37,,5,5,1,False
19,left,training,38,,3,3,1,False
19,left,training,39,,7,7,1,False
19,left,training,40,,3,3,1,False
19,left,training,41,,4,5,0,False
19,left,training,42,,2,2,1,False
19,left,training,43,,5,5,1,False
19,left,training,44,,7,7,1,False
19,left,training,45,,6,6,1,False
19,left,training,46,,0,1,0,False
19,left,training,47,,1,1,1,False
19,left,training,48,,6,6,1,False
19,left,training,49,,4,0,0,False
19,left,training,50,,3,3,1,False
19,left,training,51,,1,1,1,False
19,left,training,52,,2,2,1,False
19,left,training,53,,7,7,1,False
19,left,training,54,,5,5,1,False
19,left,training,55,,0,0,1,False
19,left,training,56,,2,2,1,False
19,left,training,57,,1,5,0,False
19,left,training,58,,5,5,1,False
19,left,training,59,,7,7,1,False
19,left,training,60,,0,0,1,False
19,left,training,61,,6,6,1,False
19,left,training,62,,4,4,1,False
19,left,training,63,,3,3,1,False
19,left,test,0,4,1,1,1,False
19,left,test,1,1,2,1,0,False
19,left,test,2,2,1,1,1,False
19,left,test,3,5,1,3,0,False
19,left,test,4,2,2,2,1,False
19,left,test,5,4,3,4,0,False
19,left,test,6,2,3,3,1,False
19,left,test,7,1,0,0,1,False
19,left,test,8,5,3,3,1,False
19,left,test,9,4,6,6,1,False
19,left,test,10,2,5,4,0,False
19,left,test,11,4,7,5,0,False
19,left,test,12,1,4,4,1,False
19,left,test,13,3,7,7,1,False
19,left,test,14,2,6,6,1,False
19,left,test,15,5,7,3,0,False
19,left,test,16,4,4,4,1,False
19,left,test,17,6,2,3,0,False
19,left,test,18,0,2,2,1,False
19,left,test,19,6,1,6,0,False
19,left,test,20,6,7,7,1,False
19,left,test,21,6,6,6,1,False
19,left,test,22,4,5,5,1,False
19,left,test,23,6,5,5,1,False
19,left,test,24,0,4,4,1,False
19,left,test,25,5,2,4,0,False
19,left,test,26,5,6,1,0,False
19,left,test,27,5,0,4,0,False
19,left,test,28,1,1,1,1,False
19,left,test,29,2,4,4,1,False
19,left,test,30,2,0,0,1,False
19,left,test,31,3,4,4,1,False
19,left,test,32,6,0,0,1,False
19,left,test,33,3,6,6,1,False
19,left,test,34,3,2,5,0,False
19,left,test,35,1,7,7,1,False
19,left,test,36,3,0,0,1,False
19,left,test,37,1,3,2,0,False
19,left,test,38,0,0,1,0,False
19,left,test,39,0,1,7,0,False
19,left,test,40,2,7,7,1,False
19,left,test,41,6,3,0,0,False
19,left,test,42,5,5,4,0,False
19,left,test,43,0,6,2,0,False
19,left,test,44,0,5,1,0,False
19,left,test,45,0,3,3,1,False
19,left,test,46,1,6,6,1,False
19,left,test,47,3,5,5,1,False
19,left,test,48,6,4,4,1,False
19,left,test,49,3,3,3,1,False
19,left,test,50,0,7,7,1,False
19,left,test,51,3,1,1,1,False
19,left,test,52,4,0,0,1,False
19,left,test,53,4,2,2,1,False
19,left,test,54,5,4,4,1,False
19,left,test,55,1,5,5,1,False
20,left,training,0,,2,2,1,False
20,left,training,1,,7,5,0,False
20,left,training,2,,6,6,1,False
20,left,training,3,,3,4,0,False
20,left,training,4,,0,0,1,False
20,left,training,5,,5,4,0,False
20,left,training,6,,4,7,0,False
20,left,training,7,,1,1,1,False
20,left,training,8,,5,5,1,False
20,left,training,9,,4,4,1,False
20,left,training,10,,0,7,0,False
20,left,training,11,,3,3,1,False
20,left,training,12,,2,2,1,False
20,left,training,13,,7,0,0,False
20,left,training,14,,1,7,0,False
20,left,training,15,,6,6,1,False
20,left,training,16,,1,1,1,False
20,left,training,17,,5,5,1,False
20,left,training,18,,0,7,0,False
20,left,training,19,,7,7,1,False
20,left,training,20,,4,4,1,False
20,left,training,21,,6,6,1,False
20,left,training,22,,2,2,1,False
20,left,training,23,,3,3,1,False
20,left,training,24,,2,2,1,False
20,left,training,25,,7,7,1,False
20,left,training,26,,3,7,0,False
20,left,training,27,,4,4,1,False
20,left,training,28,,5,5,1,False
20,left,training,29,,1,0,0,False
20,left,training,30,,0,0,1,False
20,left,training,31,,6,6,1,False
20,left,training,32,,6,6,1,False
20,left,training,33,,1,1,1,False
20,left,training,34,,0,0,1,False
20,left,training,35,,2,2,1,False
20,left,training,36,,3,3,1,False
20,left,training,37,,5,5,1,False
20,left,training,38,,7,7,1,False
20,left,training,39,,4,4,1,False
20,left,training,40,,7,7,1,False
20,left,training,41,,1,1,1,False
20,left,training,42,,5,5,1,False
20,left,training,43,,3,3,1,False
20,left,training,44,,0,0,1,False
20,left,training,45,,4,4,1,False
20,left,training,46,,2,2,1,False
20,left,training,47,,6,6,1,False
20,left,training,48,,4,4,1,False
20,left,training,49,,1,1,1,False
20,left,training,50,,6,6,1,False
20,left,training,51,,2,2,1,False
20,left,training,52,,7,7,1,False
20,left,training,53,,3,3,1,False
20,left,training,54,,0,0,1,False
20,left,training,55,,5,5,1,False
20,left,training,56,,2,2,1,False
20,left,training,57,,6,6,1,False
20,left,training,58,,5,5,1,False
20,left,training,59,,1,1,1,False
20,left,training,60,,4,4,1,False
20,left,training,61,,3,3,1,False
20,left,training,62,,7,7,1,False
20,left,training,63,,0,0,1,False
20,left,test,0,5,4,4,1,False
20,left,test,1,6,1,0,0,False
20,left,test,2,2,4,4,1,False
20,left,test,3,1,1,1,1,False
20,left,test,4,5,2,2,1,False
20,left,test,5,5,0,0,1,False
20,left,test,6,2,2,3,0,False
20,left,test,7,0,7,7,1,False
20,left,test,8,0,1,1,1,False
20,left,test,9,4,6,6,1,False
20,left,test,10,4,1,1,1,False
20,left,test,11,3,1,1,1,False
20,left,test,12,1,3,3,1,False
20,left,test,13,1,7,7,1,False
20,left,test,14,4,2,2,1,False
20,left,test,15,4,3,3,1,False
20,left,test,16,3,4,4,1,False
20,left,test,17,2,6,6,1,False
20,left,test,18,3,5,5,1,False
20,left,test,19,3,3,3,1,False
20,left,test,20,6,4,4,1,False
20,left,test,21,6,2,2,1,False
20,left,test,22,0,4,4,1,False
20,left,test,23,0,0,0,1,False
20,left,test,24,1,0,0,1,False
20,left,test,25,5,6,6,1,False
20,left,test,26,3,2,2,1,False
20,left,test,27,6,5,5,1,False
20,left,test,28,0,3,3,1,False
20,left,test,29,2,3,3,1,False
20,left,test,30,4,7,7,1,False
20,left,test,31,1,2,2,1,False
20,left,test,32,2,0,0,1,False
20,left,test,33,4,0,0,1,False
20,left,test,34,2,1,1,1,False
20,left,test,35,1,6,6,1,False
20,left,test,36,4,4,4,1,False
20,left,test,37,2,7,7,1,False
20,left,test,38,2,5,5,1,False
20,left,test,39,6,7,1,0,False
20,left,test,40,6,0,0,1,False
20,left,test,41,3,7,7,1,False
20,left,test,42,6,6,7,0,False
20,left,test,43,1,4,4,1,False
20,left,test,44,6,3,2,0,False
20,left,test,45,0,6,6,1,False
20,left,test,46,5,7,7,1,False
20,left,test,47,3,0,0,1,False
20,left,test,48,0,5,5,1,False
20,left,test,49,1,5,5,1,False
20,left,test,50,5,3,6,0,False
20,left,test,51,3,6,6,1,False
20,left,test,52,5,1,7,0,False
20,left,test,53,5,5,4,0,False
20,left,test,54,4,5,5,1,False
20,left,test,55,0,2,2,1,False
21,left,training,0,,5,5,1,True
21,left,training,1,,4,6,0,True
21,left,training,2,,7,5,0,True
21,left,training,3,,6,4,0,True
21,left,training,4,,1,4,0,True
21,left,training,5,,0,0,1,True
21,left,training,6,,3,3,1,True
21,left,training,7,,2,7,0,True
21,left,training,8,,6,7,0,True
21,left,training,9,,3,3,1,True
21,left,training,10,,7,5,0,True
21,left,training,11,,4,4,1,True
21,left,training,12,,0,0,1,True
21,left,training,13,,1,0,0,True
21,left,training,14,,5,1,0,True
21,left,training,15,,2,0,0,True
21,left,training,16,,7,5,0,True
21,left,training,17,,1,1,1,True
21,left,training,18,,5,4,0,True
21,left,training,19,,3,3,1,True
21,left,training,20,,6,4,0,True
21,left,training,21,,0,1,0,True
21,left,training,22,,2,0,0,True
21,left,training,23,,4,0,0,True
21,left,training,24,,5,5,1,True
21,left,training,25,,2,4,0,True
21,left,training,26,,4,2,0,True
21,left,training,27,,0,4,0,True
21,left,training,28,,1,5,0,True
21,left,training,29,,6,4,0,True
21,left,training,30,,7,7,1,True
21,left,training,31,,3,7,0,True
21,left,training,32,,5,4,0,True
21,left,training,33,,7,7,1,True
21,left,training,34,,6,6,1,True
21,left,training,35,,4,4,1,True
21,left,training,36,,1,1,1,True
21,left,training,37,,0,0,1,True
21,left,training,38,,3,7,0,True
21,left,training,39,,2,5,0,True
21,left,training,40,,4,0,0,True
21,left,training,41,,7,7,1,True
21,left,training,42,,1,1,1,True
21,left,training,43,,2,2,1,True
21,left,training,44,,3,5,0,True
21,left,training,45,,0,0,1,True
21,left,training,46,,5,5,1,True
21,left,training,47,,6,6,1,True
21,left,training,48,,7,7,1,True
21,left,training,49,,5,6,0,True
21,left,training,50,,6,6,1,True
21,left,training,51,,1,1,1,True
21,left,training,52,,3,7,0,True
21,left,training,53,,0,5,0,True
21,left,training,54,,2,2,1,True
21,left,training,55,,4,2,0,True
21,left,training,56,,2,0,0,True
21,left,training,57,,1,1,1,True
21,left,training,58,,6,5,0,True
21,left,training,59,,5,3,0,True
21,left,training,60,,3,3,1,True
21,left,training,61,,4,4,1,True
21,left,training,62,,7,7,1,True
21,left,training,63,,0,0,1,True
21,left,test,0,6,2,4,0,True
21,left,test,1,5,7,7,1,True
21,left,test,2,0,5,5,1,True
21,left,test,3,2,1,4,0,True
21,left,test,4,2,4,4,1,True
21,left,test,5,1,6,6,1,True
21,left,test,6,2,7,6,0,True
21,left,test,7,5,0,0,1,True
21,left,test,8,1,1,5,0,True
21,left,test,9,1,2,6,0,True
21,left,test,10,0,2,4,0,True
21,left,test,11,4,6,3,0,True
21,left,test,12,2,5,1,0,True
21,left,test,13,0,7,4,0,True
21,left,test,14,4,5,1,0,True
21,left,test,15,4,7,7,1,True
21,left,test,16,2,6,6,1,True
21,left,test,17,1,7,7,1,True
21,left,test,18,4,0,3,0,True
21,left,test,19,3,0,2,0,True
21,left,test,20,6,5,0,0,True
21,left,test,21,1,0,4,0,True
21,left,test,22,4,2,4,0,True
21,left,test,23,5,5,4,0,True
21,left,test,24,1,3,5,0,True
21,left,test,25,1,5,0,0,True
21,left,test,26,5,2,2,1,True
21,left,test,27,6,0,2,0,True
21,left,test,28,6,6,6,1,True
21,left,test,29,5,3,5,0,True
21,left,test,30,0,4,4,1,True
21,left,test,31,3,7,6,0,True
21,left,test,32,6,4,5,0,True
21,left,test,33,3,2,3,0,True
21,left,test,34,0,3,3,1,True
21,left,test,35,3,5,1,0,True
21,left,test,36,0,1,5,0,True
21,left,test,37,2,2,2,1,True
21,left,test,38,4,3,5,0,True
21,left,test,39,3,4,3,0,True
21,left,test,40,6,3,7,0,True
21,left,test,41,0,0,5,0,True
21,left,test,42,4,1,1,1,True
21,left,test,43,3,6,6,1,True
21,left,test,44,3,3,3,1,True
21,left,test,45,5,4,2,0,True
21,left,test,46,2,3,3,1,True
21,left,test,47,4,4,5,0,True
21,left,test,48,6,7,4,0,True
21,left,test,49,2,0,0,1,True
21,left,test,50,6,1,1,1,True
21,left,test,51,3,1,1,1,True
21,left,test,52,5,1,0,0,True
21,left,test,53,5,6,6,1,True
21,left,test,54,1,4,4,1,True
21,left,test,55,0,6,6,1,True
22,left,training,0,,2,7,0,False
22,left,training,1,,0,2,0,False
22,left,training,2,,4,4,1,False
22,left,training,3,,1,1,1,False
22,left,training,4,,3,3,1,False
22,left,training,5,,7,7,1,False
22,left,training,6,,5,5,1,False
22,left,training,7,,6,6,1,False
22,left,training,8,,3,3,1,False
22,left,training,9,,2,2,1,False
22,left,training,10,,1,1,1,False
22,left,training,11,,4,4,1,False
22,left,training,12,,0,0,1,False
22,left,training,13,,6,6,1,False
22,left,training,14,,5,5,1,False
22,left,training,15,,7,7,1,False
22,left,training,16,,4,4,1,False
22,left,training,17,,2,2,1,False
22,left,training,18,,6,6,1,False
22,left,training,19,,7,7,1,False
22,left,training,20,,3,3,1,False
22,left,training,21,,0,0,1,False
22,left,training,22,,1,1,1,False
22,left,training,23,,5,5,1,False
22,left,training,24,,1,1,1,False
22,left,training,25,,0,0,1,False
22,left,training,26,,7,7,1,False
22,left,training,27,,6,6,1,False
22,left,training,28,,5,5,1,False
22,left,training,29,,3,3,1,False
22,left,training,30,,4,4,1,False
22,left,training,31,,2,2,1,False
22,left,training,32,,3,3,1,False
22,left,training,33,,6,6,1,False
22,left,training,34,,5,5,1,False
22,left,training,35,,4,4,1,False
22,left,training,36,,7,7,1,False
22,left,training,37,,1,1,1,False
22,left,training,38,,0,0,1,False
22,left,training,39,,2,2,1,False
22,left,training,40,,3,3,1,False
22,left,training,41,,4,4,1,False
22,left,training,42,,1,1,1,False
22,left,training,43,,2,2,1,False
22,left,training,44,,7,7,1,False
22,left,training,45,,6,6,1,False
22,left,training,46,,0,0,1,False
22,left,training,47,,5,5,1,False
22,left,training,48,,5,5,1,False
22,left,training,49,,0,0,1,False
22,left,training,50,,3,3,1,False
22,left,training,51,,6,6,1,False
22,left,training,52,,4,4,1,False
22,left,training,53,,2,2,1,False
22,left,training,54,,1,1,1,False
22,left,training,55,,7,7,1,False
22,left,training,56,,6,6,1,False
22,left,training,57,,0,0,1,False
22,left,training,58,,7,7,1,False
22,left,training,59,,1,1,1,False
22,left,training,60,,5,5,1,False
22,left,training,61,,2,2,1,False
22,left,training,62,,4,4,1,False
22,left,training,63,,3,3,1,False
22,left,test,0,0,0,2,0,False
22,left,test,1,6,1,1,1,False
22,left,test,2,5,6,7,0,False
22,left,test,3,3,1,5,0,False
22,left,test,4,0,5,5,1,False
22,left,test,5,5,4,4,1,False
22,left,test,6,1,7,7,1,False
22,left,test,7,5,5,5,1,False
22,left,test,8,2,3,3,1,False
22,left,test,9,0,4,4,1,False
22,left,test,10,4,3,3,1,False
22,left,test,11,3,6,6,1,False
22,left,test,12,5,0,4,0,False
22,left,test,13,2,4,4,1,False
22,left,test,14,1,4,4,1,False
22,left,test,15,4,6,6,1,False
22,left,test,16,3,2,2,1,False
22,left,test,17,0,6,6,1,False
22,left,test,18,5,1,1,1,False
22,left,test,19,1,2,2,1,False
22,left,test,20,3,5,5,1,False
22,left,test,21,6,4,5,0,False
22,left,test,22,4,5,5,1,False
22,left,test,23,5,7,1,0,False
22,left,test,24,0,7,1,0,False
22,left,test,25,2,5,5,1,False
22,left,test,26,2,1,1,1,False
22,left,test,27,6,2,0,0,False
22,left,test,28,2,7,7,1,False
22,left,test,29,3,7,7,1,False
22,left,test,30,0,1,1,1,False
22,left,test,31,3,4,4,1,False
22,left,test,32,4,1,1,1,False
22,left,test,33,6,3,3,1,False
22,left,test,34,6,7,7,1,False
22,left,test,35,0,2,2,1,False
22,left,test,36,5,2,2,1,False
22,left,test,37,2,2,2,1,False
22,left,test,38,6,6,2,0,False
22,left,test,39,1,0,4,0,False
22,left,test,40,1,3,3,1,False
22,left,test,41,6,0,3,0,False
22,left,test,42,1,5,5,1,False
22,left,test,43,4,7,7,1,False
22,left,test,44,1,6,5,0,False
22,left,test,45,1,1,1,1,False
22,left,test,46,4,4,4,1,False
22,left,test,47,3,3,3,1,False
22,left,test,48,4,2,6,0,False
22,left,test,49,6,5,0,0,False
22,left,test,50,4,0,4,0,False
22,left,test,51,3,0,0,1,False
22,left,test,52,5,3,3,1,False
22,left,test,53,0,3,3,1,False
22,left,test,54,2,0,4,0,False
22,left,test,55,2,6,6,1,False
23,left,training,0,,7,7,1,False
23,left,training,1,,6,4,0,False
23,left,training,2,,1,4,0,False
23,left,training,3,,4,2,0,False
23,left,training,4,,2,2,1,False
23,left,training,5,,5,1,0,False
23,left,training,6,,3,7,0,False
23,left,training,7,,0,0,1,False
23,left,training,8,,1,1,1,False
23,left,training,9,,4,5,0,False
