subject,condition,trial_type,trial_num,target_item,selected_item,correct,landing_position,excluded
12,left,training,51,5,5,1,,False
12,left,training,52,0,0,1,,False
12,left,training,53,2,2,1,,False
12,left,training,54,3,3,1,,False
12,left,training,55,1,1,1,,False
12,left,training,56,2,2,1,,False
12,left,training,57,3,3,1,,False
12,left,training,58,1,1,1,,False
12,left,training,59,4,4,1,,False
12,left,training,60,6,6,1,,False
12,left,training,61,7,7,1,,False
12,left,training,62,5,5,1,,False
12,left,training,63,0,1,0,,False
12,left,test,0,0,0,1,90,False
12,left,test,1,1,1,1,90,False
12,left,test,2,0,0,1,92,False
12,left,test,3,6,6,1,118,False
12,left,test,4,2,2,1,112,False
12,left,test,5,7,7,1,84,False
12,left,test,6,7,7,1,103,False
12,left,test,7,4,4,1,106,False
12,left,test,8,3,3,1,80,False
12,left,test,9,1,1,1,145,False
12,left,test,10,5,0,0,74,False
12,left,test,11,3,3,1,109,False
12,left,test,12,0,5,0,84,False
12,left,test,13,0,5,0,115,False
12,left,test,14,6,6,1,118,False
12,left,test,15,2,2,1,103,False
12,left,test,16,6,6,1,74,False
12,left,test,17,3,3,1,104,False
12,left,test,18,4,4,1,123,False
12,left,test,19,6,6,1,104,False
12,left,test,20,4,4,1,104,False
12,left,test,21,1,1,1,56,False
12,left,test,22,2,2,1,102,False
12,left,test,23,3,3,1,115,False
12,left,test,24,0,5,0,93,False
12,left,test,25,2,2,1,107,False
12,left,test,26,5,1,0,89,False
12,left,test,27,4,4,1,105,False
12,left,test,28,7,7,1,103,False
12,left,test,29,1,1,1,118,False
12,left,test,30,7,7,1,54,False
12,left,test,31,3,3,1,91,False
12,left,test,32,7,7,1,135,False
12,left,test,33,6,6,1,91,False
12,left,test,34,5,0,0,71,False
12,left,test,35,0,0,1,74,False
12,left,test,36,5,5,1,61,False
12,left,test,37,1,1,1,112,False
12,left,test,38,6,6,1,109,False
12,left,test,39,5,0,0,147,False
12,left,test,40,4,4,1,129,False
12,left,test,41,3,3,1,110,False
12,left,test,42,2,2,1,96,False
12,left,test,43,6,6,1,117,False
12,left,test,44,3,3,1,112,False
12,left,test,45,7,7,1,88,False
12,left,test,46,7,7,1,108,False
12,left,test,47,2,2,1,102,False
12,left,test,48,4,4,1,105,False
12,left,test,49,2,2,1,92,False
12,left,test,50,6,6,1,65,False
12,left,test,51,7,7,1,110,False
12,left,test,52,1,1,1,67,False
12,left,test,53,4,4,1,106,False
12,left,test,54,1,1,1,97,False
12,left,test,55,5,5,1,85,False
12,left,test,56,0,0,1,41,False
12,left,test,57,3,3,1,180,False
12,left,test,58,5,5,1,96,False
12,left,test,59,2,2,1,49,False
12,left,test,60,0,0,1,96,False
12,left,test,61,5,5,1,134,False
12,left,test,62,1,1,1,99,False
12,left,test,63,4,4,1,98,False
13,left,training,0,1,2,0,,True
13,left,training,1,0,4,0,,True
13,left,training,2,2,7,0,,True
13,left,training,3,7,7,1,,True
13,left,training,4,4,5,0,,True
13,left,training,5,6,1,0,,True
13,left,training,6,3,6,0,,True
13,left,training,7,5,4,0,,True
13,left,training,8,6,5,0,,True
13,left,training,9,3,3,1,,True
13,left,training,10,2,2,1,,True
13,left,training,11,5,5,1,,True
13,left,training,12,0,4,0,,True
13,left,training,13,1,1,1,,True
13,left,training,14,4,4,1,,True
13,left,training,15,7,7,1,,True
13,left,training,16,6,5,0,,True
13,left,training,17,2,2,1,,True
13,left,training,18,3,3,1,,True
13,left,training,19,4,4,1,,True
13,left,training,20,0,1,0,,True
13,left,training,21,1,1,1,,True
13,left,training,22,5,5,1,,True
13,left,training,23,7,6,0,,True
13,left,training,24,3,3,1,,True
13,left,training,25,7,2,0,,True
13,left,training,26,5,5,1,,True
13,left,training,27,4,4,1,,True
13,left,training,28,1,4,0,,True
13,left,training,29,6,4,0,,True
13,left,training,30,0,1,0,,True
13,left,training,31,2,0,0,,True
13,left,training,32,5,5,1,,True
13,left,training,33,7,4,0,,True
13,left,training,34,3,3,1,,True
13,left,training,35,0,1,0,,True
13,left,training,36,6,6,1,,True
13,left,training,37,2,2,1,,True
13,left,training,38,1,1,1,,True
13,left,training,39,4,5,0,,True
13,left,training,40,3,3,1,,True
13,left,training,41,4,5,0,,True
13,left,training,42,1,0,0,,True
13,left,training,43,6,6,1,,True
13,left,training,44,0,0,1,,True
13,left,training,45,5,5,1,,True
13,left,training,46,7,4,0,,True
13,left,training,47,2,2,1,,True
13,left,training,48,3,3,1,,True
13,left,training,49,6,6,1,,True
13,left,training,50,7,7,1,,True
13,left,training,51,5,2,0,,True
13,left,training,52,2,2,1,,True
13,left,training,53,0,0,1,,True
13,left,training,54,4,4,1,,True
13,left,training,55,1,1,1,,True
13,left,training,56,2,0,0,,True
13,left,training,57,3,3,1,,True
13,left,training,58,4,5,0,,True
13,left,training,59,1,1,1,,True
13,left,training,60,5,5,1,,True
13,left,training,61,7,4,0,,True
13,left,training,62,6,6,1,,True
13,left,training,63,0,0,1,,True
13,left,test,0,4,4,1,63,True
13,left,test,1,4,5,0,119,True
13,left,test,2,3,3,1,108,True
13,left,test,3,2,2,1,80,True
13,left,test,4,0,0,1,120,True
13,left,test,5,5,5,1,96,True
13,left,test,6,4,5,0,112,True
13,left,test,7,4,5,0,103,True
13,left,test,8,0,1,0,83,True
13,left,test,9,3,3,1,90,True
13,left,test,10,6,6,1,97,True
13,left,test,11,2,2,1,103,True
13,left,test,12,1,1,1,92,True
13,left,test,13,4,5,0,127,True
13,left,test,14,2,2,1,,True
13,left,test,15,7,4,0,128,True
13,left,test,16,0,1,0,78,True
13,left,test,17,5,5,1,117,True
13,left,test,18,6,6,1,84,True
13,left,test,19,3,3,1,112,True
13,left,test,20,6,6,1,65,True
13,left,test,21,6,6,1,103,True
13,left,test,22,5,5,1,98,True
13,left,test,23,0,0,1,83,True
13,left,test,24,3,3,1,89,True
13,left,test,25,2,2,1,,True
13,left,test,26,7,4,0,105,True
13,left,test,27,0,0,1,65,True
13,left,test,28,5,5,1,70,True
13,left,test,29,6,6,1,66,True
13,left,test,30,7,4,0,92,True
13,left,test,31,7,7,1,96,True
13,left,test,32,0,0,1,97,True
13,left,test,33,5,5,1,87,True
13,left,test,34,4,5,0,138,True
13,left,test,35,2,2,1,99,True
13,left,test,36,1,1,1,89,True
13,left,test,37,3,3,1,74,True
13,left,test,38,1,1,1,97,True
13,left,test,39,5,5,1,88,True
13,left,test,40,6,6,1,97,True
13,left,test,41,3,3,1,178,True
13,left,test,42,1,1,1,92,True
13,left,test,43,0,0,1,82,True
13,left,test,44,4,5,0,102,True
13,left,test,45,1,0,0,106,True
13,left,test,46,7,7,1,,True
13,left,test,47,6,6,1,132,True
13,left,test,48,3,3,1,171,True
13,left,test,49,0,0,1,106,True
13,left,test,50,7,7,1,123,True
13,left,test,51,6,6,1,101,True
13,left,test,52,7,7,1,107,True
13,left,test,53,1,1,1,78,True
13,left,test,54,1,1,1,89,True
13,left,test,55,1,1,1,84,True
13,left,test,56,4,5,0,89,True
13,left,test,57,3,3,1,84,True
13,left,test,58,2,2,1,87,True
13,left,test,59,5,5,1,109,True
13,left,test,60,2,2,1,,True
13,left,test,61,5,5,1,94,True
13,left,test,62,2,2,1,98,True
13,left,test,63,7,4,0,,True
14,left,training,0,6,0,0,,False
14,left,training,1,5,7,0,,False
14,left,training,2,0,5,0,,False
14,left,training,3,7,7,1,,False
14,left,training,4,4,4,1,,False
14,left,training,5,3,4,0,,False
14,left,training,6,1,4,0,,False
14,left,training,7,2,2,1,,False
14,left,training,8,4,2,0,,False
14,left,training,9,7,6,0,,False
14,left,training,10,3,3,1,,False
14,left,training,11,5,5,1,,False
14,left,training,12,2,2,1,,False
14,left,training,13,0,0,1,,False
14,left,training,14,6,6,1,,False
14,left,training,15,1,1,1,,False
14,left,training,16,4,7,0,,False
14,left,training,17,1,1,1,,False
14,left,training,18,7,7,1,,False
14,left,training,19,2,2,1,,False
14,left,training,20,0,0,1,,False
14,left,training,21,5,5,1,,False
14,left,training,22,6,6,1,,False
14,left,training,23,3,4,0,,False
14,left,training,24,2,2,1,,False
14,left,training,25,3,3,1,,False
14,left,training,26,5,5,1,,False
14,left,training,27,7,7,1,,False
14,left,training,28,1,1,1,,False
14,left,training,29,4,4,1,,False
14,left,training,30,0,0,1,,False
14,left,training,31,6,6,1,,False
14,left,training,32,1,1,1,,False
14,left,training,33,6,6,1,,False
14,left,training,34,0,0,1,,False
14,left,training,35,2,2,1,,False
14,left,training,36,5,5,1,,False
14,left,training,37,7,7,1,,False
14,left,training,38,3,3,1,,False
14,left,training,39,4,4,1,,False
14,left,training,40,7,7,1,,False
14,left,training,41,0,0,1,,False
14,left,training,42,4,4,1,,False
14,left,training,43,6,6,1,,False
14,left,training,44,3,3,1,,False
14,left,training,45,5,5,1,,False
14,left,training,46,2,2,1,,False
14,left,training,47,1,1,1,,False
14,left,training,48,5,5,1,,False
14,left,training,49,7,7,1,,False
14,left,training,50,0,0,1,,False
14,left,training,51,6,6,1,,False
14,left,training,52,1,1,1,,False
14,left,training,53,2,2,1,,False
14,left,training,54,4,4,1,,False
14,left,training,55,3,3,1,,False
14,left,training,56,6,6,1,,False
14,left,training,57,2,2,1,,False
14,left,training,58,1,1,1,,False
14,left,training,59,5,5,1,,False
14,left,training,60,0,0,1,,False
14,left,training,61,3,3,1,,False
14,left,training,62,4,4,1,,False
14,left,training,63,7,7,1,,False
14,left,test,0,6,6,1,90,False
14,left,test,1,7,7,1,125,False
14,left,test,2,7,7,1,95,False
14,left,test,3,2,2,1,95,False
14,left,test,4,1,1,1,86,False
14,left,test,5,7,7,1,99,False
14,left,test,6,0,0,1,90,False
14,left,test,7,0,0,1,,False
14,left,test,8,2,2,1,82,False
14,left,test,9,6,6,1,75,False
14,left,test,10,7,7,1,81,False
14,left,test,11,5,5,1,97,False
14,left,test,12,4,4,1,96,False
14,left,test,13,6,6,1,82,False
14,left,test,14,1,1,1,87,False
14,left,test,15,3,3,1,119,False
14,left,test,16,1,1,1,108,False
14,left,test,17,1,1,1,80,False
14,left,test,18,4,4,1,118,False
14,left,test,19,0,0,1,114,False
14,left,test,20,6,6,1,76,False
14,left,test,21,7,7,1,81,False
14,left,test,22,7,7,1,108,False
14,left,test,23,1,1,1,85,False
14,left,test,24,1,1,1,105,False
14,left,test,25,6,6,1,102,False
14,left,test,26,5,5,1,99,False
14,left,test,27,0,0,1,86,False
14,left,test,28,2,2,1,84,False
14,left,test,29,4,4,1,61,False
14,left,test,30,5,5,1,104,False
14,left,test,31,2,2,1,88,False
14,left,test,32,5,5,1,87,False
14,left,test,33,0,0,1,90,False
14,left,test,34,3,3,1,106,False
14,left,test,35,6,6,1,91,False
14,left,test,36,2,2,1,107,False
14,left,test,37,2,2,1,94,False
14,left,test,38,0,0,1,86,False
14,left,test,39,5,5,1,95,False
14,left,test,40,1,1,1,77,False
14,left,test,41,5,5,1,81,False
14,left,test,42,7,7,1,80,False
14,left,test,43,5,5,1,103,False
14,left,test,44,3,3,1,84,False
14,left,test,45,0,0,1,94,False
14,left,test,46,5,5,1,103,False
14,left,test,47,4,4,1,101,False
14,left,test,48,2,2,1,106,False
14,left,test,49,3,3,1,91,False
14,left,test,50,3,3,1,89,False
14,left,test,51,1,1,1,72,False
14,left,test,52,3,3,1,103,False
14,left,test,53,6,6,1,84,False
14,left,test,54,2,2,1,72,False
14,left,test,55,4,4,1,71,False
14,left,test,56,4,4,1,74,False
14,left,test,57,4,4,1,92,False
14,left,test,58,3,3,1,76,False
14,left,test,59,4,4,1,106,False
14,left,test,60,7,7,1,84,False
14,left,test,61,3,3,1,73,False
14,left,test,62,0,0,1,137,False
14,left,test,63,6,6,1,95,False
15,left,training,0,0,5,0,,False
15,left,training,1,5,6,0,,False
15,left,training,2,7,7,1,,False
15,left,training,3,2,5,0,,False
15,left,training,4,1,3,0,,False
15,left,training,5,6,2,0,,False
15,left,training,6,4,1,0,,False
15,left,training,7,3,3,1,,False
15,left,training,8,7,1,0,,False
15,left,training,9,3,3,1,,False
15,left,training,10,5,4,0,,False
15,left,training,11,1,1,1,,False
15,left,training,12,4,7,0,,False
15,left,training,13,2,2,1,,False
15,left,training,14,0,0,1,,False
15,left,training,15,6,6,1,,False
15,left,training,16,0,0,1,,False
15,left,training,17,6,5,0,,False
15,left,training,18,1,1,1,,False
15,left,training,19,3,3,1,,False
15,left,training,20,2,2,1,,False
15,left,training,21,5,5,1,,False
15,left,training,22,4,4,1,,False
15,left,training,23,7,7,1,,False
15,left,training,24,6,6,1,,False
15,left,training,25,5,5,1,,False
15,left,training,26,4,6,0,,False
15,left,training,27,3,3,1,,False
15,left,training,28,0,0,1,,False
15,left,training,29,1,1,1,,False
15,left,training,30,2,2,1,,False
15,left,training,31,7,7,1,,False
15,left,training,32,2,2,1,,False
15,left,training,33,7,7,1,,False
15,left,training,34,1,1,1,,False
15,left,training,35,0,0,1,,False
15,left,training,36,5,5,1,,False
15,left,training,37,6,6,1,,False
15,left,training,38,4,4,1,,False
15,left,training,39,3,3,1,,False
15,left,training,40,5,5,1,,False
15,left,training,41,6,6,1,,False
15,left,training,42,2,2,1,,False
15,left,training,43,4,4,1,,False
15,left,training,44,3,3,1,,False
15,left,training,45,1,1,1,,False
15,left,training,46,0,0,1,,False
15,left,training,47,7,7,1,,False
15,left,training,48,0,0,1,,False
15,left,training,49,1,1,1,,False
15,left,training,50,7,7,1,,False
15,left,training,51,2,2,1,,False
15,left,training,52,6,6,1,,False
15,left,training,53,3,3,1,,False
15,left,training,54,4,4,1,,False
15,left,training,55,5,5,1,,False
15,left,training,56,3,3,1,,False
15,left,training,57,5,5,1,,False
15,left,training,58,7,7,1,,False
15,left,training,59,6,6,1,,False
15,left,training,60,4,4,1,,False
15,left,training,61,1,1,1,,False
15,left,training,62,2,2,1,,False
15,left,training,63,0,0,1,,False
15,left,test,0,5,5,1,129,False
15,left,test,1,4,4,1,105,False
15,left,test,2,3,3,1,113,False
15,left,test,3,0,0,1,80,False
15,left,test,4,6,6,1,79,False
15,left,test,5,5,5,1,92,False
15,left,test,6,7,7,1,85,False
15,left,test,7,1,1,1,110,False
15,left,test,8,3,3,1,78,False
15,left,test,9,0,0,1,107,False
15,left,test,10,1,1,1,94,False
15,left,test,11,3,3,1,87,False
15,left,test,12,0,0,1,73,False
15,left,test,13,4,4,1,91,False
15,left,test,14,4,4,1,80,False
15,left,test,15,0,0,1,89,False
15,left,test,16,1,1,1,110,False
15,left,test,17,2,2,1,114,False
15,left,test,18,4,4,1,87,False
15,left,test,19,7,7,1,91,False
15,left,test,20,7,7,1,92,False
15,left,test,21,3,3,1,113,False
15,left,test,22,4,4,1,108,False
15,left,test,23,4,4,1,73,False
15,left,test,24,2,2,1,115,False
15,left,test,25,7,7,1,117,False
15,left,test,26,5,5,1,,False
15,left,test,27,1,1,1,92,False
15,left,test,28,2,2,1,104,False
15,left,test,29,4,4,1,76,False
15,left,test,30,5,5,1,89,False
15,left,test,31,6,6,1,81,False
15,left,test,32,5,5,1,77,False
15,left,test,33,3,3,1,92,False
15,left,test,34,6,6,1,,False
15,left,test,35,6,6,1,90,False
15,left,test,36,7,7,1,94,False
15,left,test,37,2,2,1,96,False
15,left,test,38,1,1,1,99,False
15,left,test,39,3,3,1,84,False
15,left,test,40,0,0,1,85,False
15,left,test,41,3,3,1,,False
15,left,test,42,2,2,1,94,False
15,left,test,43,6,6,1,113,False
15,left,test,44,1,1,1,63,False
15,left,test,45,2,2,1,115,False
15,left,test,46,1,1,1,80,False
15,left,test,47,5,5,1,115,False
15,left,test,48,2,2,1,97,False
15,left,test,49,7,7,1,79,False
15,left,test,50,5,5,1,98,False
15,left,test,51,5,5,1,100,False
15,left,test,52,0,0,1,80,False
15,left,test,53,1,1,1,78,False
15,left,test,54,4,4,1,80,False
15,left,test,55,6,6,1,70,False
15,left,test,56,6,6,1,85,False
15,left,test,57,0,0,1,82,False
15,left,test,58,7,7,1,112,False
15,left,test,59,2,2,1,83,False
15,left,test,60,0,0,1,100,False
15,left,test,61,7,7,1,86,False
15,left,test,62,6,6,1,101,False
15,left,test,63,3,3,1,88,False
16,left,training,0,1,1,1,,False
16,left,training,1,0,4,0,,False
16,left,training,2,2,2,1,,False
16,left,training,3,6,6,1,,False
16,left,training,4,3,7,0,,False
16,left,training,5,5,1,0,,False
16,left,training,6,4,4,1,,False
16,left,training,7,7,7,1,,False
16,left,training,8,6,6,1,,False
16,left,training,9,5,5,1,,False
16,left,training,10,0,1,0,,False
16,left,training,11,4,5,0,,False
16,left,training,12,3,3,1,,False
16,left,training,13,1,7,0,,False
16,left,training,14,7,6,0,,False
16,left,training,15,2,2,1,,False
16,left,training,16,6,4,0,,False
16,left,training,17,7,7,1,,False
16,left,training,18,1,0,0,,False
16,left,training,19,0,0,1,,False
16,left,training,20,4,4,1,,False
16,left,training,21,3,3,1,,False
16,left,training,22,5,5,1,,False
16,left,training,23,2,2,1,,False
16,left,training,24,6,6,1,,False
16,left,training,25,1,0,0,,False
16,left,training,26,0,0,1,,False
16,left,training,27,5,5,1,,False
16,left,training,28,3,3,1,,False
16,left,training,29,7,7,1,,False
16,left,training,30,2,2,1,,False
16,left,training,31,4,4,1,,False
16,left,training,32,7,1,0,,False
16,left,training,33,6,3,0,,False
16,left,training,34,5,5,1,,False
16,left,training,35,2,2,1,,False
16,left,training,36,1,1,1,,False
16,left,training,37,0,0,1,,False
16,left,training,38,3,3,1,,False
16,left,training,39,4,4,1,,False
16,left,training,40,5,5,1,,False
16,left,training,41,0,0,1,,False
16,left,training,42,1,1,1,,False
16,left,training,43,7,7,1,,False
16,left,training,44,2,3,0,,False
16,left,training,45,6,6,1,,False
16,left,training,46,3,3,1,,False
16,left,training,47,4,4,1,,False
16,left,training,48,4,4,1,,False
16,left,training,49,6,6,1,,False
16,left,training,50,2,2,1,,False
16,left,training,51,0,0,1,,False
16,left,training,52,7,7,1,,False
16,left,training,53,3,2,0,,False
16,left,training,54,5,5,1,,False
16,left,training,55,1,1,1,,False
16,left,training,56,4,4,1,,False
16,left,training,57,5,5,1,,False
16,left,training,58,1,7,0,,False
16,left,training,59,7,7,1,,False
16,left,training,60,6,6,1,,False
16,left,training,61,2,2,1,,False
16,left,training,62,0,0,1,,False
16,left,training,63,3,3,1,,False
16,left,test,0,7,7,1,108,False
16,left,test,1,2,2,1,60,False
16,left,test,2,0,0,1,92,False
16,left,test,3,3,3,1,49,False
16,left,test,4,6,6,1,58,False
16,left,test,5,0,0,1,71,False
16,left,test,6,5,5,1,128,False
16,left,test,7,5,5,1,60,False
16,left,test,8,6,6,1,90,False
16,left,test,9,4,4,1,117,False
16,left,test,10,0,0,1,64,False
16,left,test,11,4,4,1,81,False
16,left,test,12,2,2,1,98,False
16,left,test,13,1,1,1,146,False
16,left,test,14,1,7,0,123,False
16,left,test,15,4,4,1,70,False
16,left,test,16,2,2,1,104,False
16,left,test,17,0,0,1,104,False
16,left,test,18,7,7,1,117,False
16,left,test,19,4,4,1,84,False
16,left,test,20,4,4,1,127,False
16,left,test,21,6,6,1,62,False
16,left,test,22,0,0,1,99,False
16,left,test,23,1,1,1,126,False
16,left,test,24,6,6,1,88,False
16,left,test,25,1,7,0,63,False
16,left,test,26,4,4,1,62,False
16,left,test,27,5,5,1,93,False
16,left,test,28,3,3,1,104,False
16,left,test,29,7,7,1,111,False
16,left,test,30,2,2,1,110,False
16,left,test,31,7,7,1,109,False
16,left,test,32,3,3,1,120,False
16,left,test,33,5,5,1,102,False
16,left,test,34,5,5,1,96,False
16,left,test,35,3,3,1,116,False
16,left,test,36,4,4,1,98,False
16,left,test,37,1,1,1,,False
16,left,test,38,7,7,1,122,False
16,left,test,39,7,7,1,98,False
16,left,test,40,3,3,1,81,False
16,left,test,41,4,4,1,102,False
16,left,test,42,7,7,1,,False
16,left,test,43,2,2,1,159,False
16,left,test,44,0,0,1,98,False
16,left,test,45,1,1,1,124,False
16,left,test,46,0,0,1,,False
16,left,test,47,3,3,1,172,False
16,left,test,48,5,5,1,74,False
16,left,test,49,6,6,1,87,False
16,left,test,50,2,2,1,70,False
16,left,test,51,6,3,0,92,False
16,left,test,52,3,3,1,139,False
16,left,test,53,5,5,1,86,False
16,left,test,54,7,7,1,113,False
16,left,test,55,1,1,1,67,False
16,left,test,56,2,2,1,135,False
16,left,test,57,0,0,1,142,False
16,left,test,58,3,3,1,115,False
16,left,test,59,5,5,1,76,False
16,left,test,60,2,2,1,97,False
16,left,test,61,1,1,1,88,False
16,left,test,62,6,6,1,120,False
16,left,test,63,6,6,1,65,False
17,left,training,0,0,5,0,,False
17,left,training,1,7,3,0,,False
17,left,training,2,5,1,0,,False
17,left,training,3,1,2,0,,False
17,left,training,4,2,4,0,,False
17,left,training,5,6,3,0,,False
17,left,training,6,3,7,0,,False
17,left,training,7,4,7,0,,False
17,left,training,8,7,0,0,,False
17,left,training,9,5,0,0,,False
17,left,training,10,0,0,1,,False
17,left,training,11,6,6,1,,False
17,left,training,12,3,3,1,,False
17,left,training,13,4,7,0,,False
17,left,training,14,2,4,0,,False
17,left,training,15,1,5,0,,False
17,left,training,16,4,5,0,,False
17,left,training,17,0,0,1,,False
17,left,training,18,7,3,0,,False
17,left,training,19,5,0,0,,False
17,left,training,20,3,7,0,,False
17,left,training,21,1,1,1,,False
17,left,training,22,6,6,1,,False
17,left,training,23,2,2,1,,False
17,left,training,24,5,5,1,,False
17,left,training,25,4,4,1,,False
17,left,training,26,6,6,1,,False
17,left,training,27,0,0,1,,False
17,left,training,28,2,2,1,,False
17,left,training,29,1,1,1,,False
17,left,training,30,7,7,1,,False
17,left,training,31,3,7,0,,False
17,left,training,32,0,0,1,,False
17,left,training,33,1,1,1,,False
17,left,training,34,5,0,0,,False
17,left,training,35,3,3,1,,False
17,left,training,36,6,6,1,,False
17,left,training,37,2,2,1,,False
17,left,training,38,7,7,1,,False
17,left,training,39,4,4,1,,False
17,left,training,40,4,4,1,,False
17,left,training,41,3,3,1,,False
17,left,training,42,1,1,1,,False
17,left,training,43,2,2,1,,False
17,left,training,44,5,5,1,,False
17,left,training,45,7,7,1,,False
17,left,training,46,0,0,1,,False
17,left,training,47,6,6,1,,False
17,left,training,48,5,5,1,,False
17,left,training,49,3,3,1,,False
17,left,training,50,7,7,1,,False
17,left,training,51,4,4,1,,False
17,left,training,52,0,0,1,,False
17,left,training,53,1,1,1,,False
17,left,training,54,2,2,1,,False
17,left,training,55,6,6,1,,False
17,left,training,56,4,4,1,,False
17,left,training,57,5,0,0,,False
17,left,training,58,2,2,1,,False
17,left,training,59,0,0,1,,False
17,left,training,60,7,7,1,,False
17,left,training,61,1,1,1,,False
17,left,training,62,3,3,1,,False
17,left,training,63,6,6,1,,False
17,left,test,0,3,3,1,111,False
17,left,test,1,3,3,1,87,False
17,left,test,2,4,4,1,101,False
17,left,test,3,7,7,1,85,False
17,left,test,4,5,0,0,77,False
17,left,test,5,7,7,1,81,False
17,left,test,6,3,3,1,86,False
17,left,test,7,2,2,1,97,False
17,left,test,8,7,7,1,66,False
17,left,test,9,0,0,1,112,False
17,left,test,10,4,4,1,115,False
17,left,test,11,4,4,1,128,False
17,left,test,12,1,2,0,83,False
17,left,test,13,5,5,1,96,False
17,left,test,14,5,5,1,104,False
17,left,test,15,0,0,1,108,False
17,left,test,16,4,4,1,102,False
17,left,test,17,5,5,1,96,False
17,left,test,18,6,6,1,,False
17,left,test,19,6,6,1,92,False
17,left,test,20,0,0,1,84,False
17,left,test,21,1,1,1,129,False
17,left,test,22,1,1,1,110,False
17,left,test,23,3,3,1,88,False
17,left,test,24,1,1,1,91,False
17,left,test,25,2,2,1,83,False
17,left,test,26,6,7,0,106,False
17,left,test,27,3,3,1,112,False
17,left,test,28,3,3,1,148,False
17,left,test,29,4,4,1,,False
17,left,test,30,3,3,1,84,False
17,left,test,31,1,1,1,96,False
17,left,test,32,2,2,1,102,False
17,left,test,33,5,5,1,100,False
17,left,test,34,4,4,1,136,False
17,left,test,35,0,0,1,110,False
17,left,test,36,4,4,1,104,False
17,left,test,37,0,0,1,102,False
17,left,test,38,2,2,1,97,False
17,left,test,39,7,7,1,86,False
17,left,test,40,7,7,1,75,False
17,left,test,41,2,2,1,82,False
17,left,test,42,2,2,1,100,False
17,left,test,43,5,5,1,98,False
17,left,test,44,5,5,1,88,False
17,left,test,45,7,7,1,80,False
17,left,test,46,2,2,1,102,False
17,left,test,47,6,6,1,118,False
17,left,test,48,3,3,1,81,False
17,left,test,49,1,1,1,87,False
17,left,test,50,6,6,1,84,False
17,left,test,51,6,6,1,120,False
17,left,test,52,0,0,1,82,False
17,left,test,53,6,6,1,93,False
17,left,test,54,7,7,1,136,False
17,left,test,55,0,0,1,,False
17,left,test,56,0,0,1,152,False
17,left,test,57,4,4,1,108,False
17,left,test,58,1,1,1,90,False
17,left,test,59,2,2,1,99,False
17,left,test,60,6,6,1,121,False
17,left,test,61,1,1,1,124,False
17,left,test,62,7,7,1,100,False
17,left,test,63,5,5,1,101,False
18,left,training,0,0,3,0,,False
18,left,training,1,5,5,1,,False
18,left,training,2,2,1,0,,False
18,left,training,3,3,1,0,,False
18,left,training,4,6,7,0,,False
18,left,training,5,1,2,0,,False
18,left,training,6,4,4,1,,False
18,left,training,7,7,7,1,,False
18,left,training,8,5,5,1,,False
18,left,training,9,4,4,1,,False
18,left,training,10,6,3,0,,False
18,left,training,11,3,2,0,,False
18,left,training,12,7,7,1,,False
18,left,training,13,1,1,1,,False
18,left,training,14,0,1,0,,False
18,left,training,15,2,2,1,,False
18,left,training,16,0,0,1,,False
18,left,training,17,7,6,0,,False
18,left,training,18,5,5,1,,False
18,left,training,19,6,6,1,,False
18,left,training,20,2,2,1,,False
18,left,training,21,1,1,1,,False
18,left,training,22,3,3,1,,False
18,left,training,23,4,4,1,,False
18,left,training,24,1,1,1,,False
18,left,training,25,3,3,1,,False
18,left,training,26,4,4,1,,False
18,left,training,27,0,6,0,,False
18,left,training,28,6,6,1,,False
18,left,training,29,2,2,1,,False
18,left,training,30,5,5,1,,False
18,left,training,31,7,7,1,,False
18,left,training,32,7,7,1,,False
18,left,training,33,2,2,1,,False
18,left,training,34,1,1,1,,False
18,left,training,35,6,6,1,,False
18,left,training,36,5,5,1,,False
18,left,training,37,0,0,1,,False
18,left,training,38,4,4,1,,False
18,left,training,39,3,3,1,,False
18,left,training,40,0,0,1,,False
18,left,training,41,7,7,1,,False
18,left,training,42,6,2,0,,False
18,left,training,43,3,3,1,,False
18,left,training,44,4,4,1,,False
18,left,training,45,5,5,1,,False
18,left,training,46,1,1,1,,False
18,left,training,47,2,2,1,,False
18,left,training,48,5,5,1,,False
18,left,training,49,2,2,1,,False
18,left,training,50,0,0,1,,False
18,left,training,51,4,4,1,,False
18,left,training,52,7,7,1,,False
18,left,training,53,3,3,1,,False
18,left,training,54,1,1,1,,False
18,left,training,55,6,6,1,,False
18,left,training,56,6,6,1,,False
18,left,training,57,3,3,1,,False
18,left,training,58,5,5,1,,False
18,left,training,59,1,1,1,,False
18,left,training,60,4,4,1,,False
18,left,training,61,7,7,1,,False
18,left,training,62,2,2,1,,False
18,left,training,63,0,0,1,,False
18,left,test,0,7,7,1,132,False
18,left,test,1,5,5,1,106,False
18,left,test,2,3,3,1,94,False
18,left,test,3,2,2,1,95,False
18,left,test,4,3,3,1,90,False
18,left,test,5,3,3,1,87,False
18,left,test,6,7,7,1,85,False
18,left,test,7,2,2,1,120,False
18,left,test,8,0,0,1,87,False
18,left,test,9,3,3,1,102,False
18,left,test,10,2,2,1,89,False
18,left,test,11,3,3,1,86,False
18,left,test,12,2,2,1,78,False
18,left,test,13,2,2,1,96,False
18,left,test,14,6,3,0,89,False
18,left,test,15,3,3,1,85,False
18,left,test,16,1,1,1,107,False
