subject,condition,trial_type,trial_num,target_item,selected_item,correct,landing_position,excluded
0,left,test,15,2,2,1,,False
0,left,test,16,1,1,1,70,False
0,left,test,17,0,0,1,83,False
0,left,test,18,6,6,1,88,False
0,left,test,19,5,5,1,103,False
0,left,test,20,7,7,1,70,False
0,left,test,21,3,3,1,67,False
0,left,test,22,4,4,1,69,False
0,left,test,23,2,2,1,76,False
0,left,test,24,1,1,1,79,False
0,left,test,25,3,3,1,107,False
0,left,test,26,7,7,1,74,False
0,left,test,27,0,0,1,129,False
0,left,test,28,6,6,1,129,False
0,left,test,29,4,4,1,84,False
0,left,test,30,2,2,1,69,False
0,left,test,31,5,5,1,95,False
0,left,test,32,0,0,1,106,False
0,left,test,33,6,6,1,111,False
0,left,test,34,4,4,1,89,False
0,left,test,35,2,2,1,79,False
0,left,test,36,5,5,1,83,False
0,left,test,37,3,3,1,82,False
0,left,test,38,1,1,1,102,False
0,left,test,39,7,7,1,96,False
0,left,test,40,4,4,1,121,False
0,left,test,41,7,7,1,70,False
0,left,test,42,5,5,1,55,False
0,left,test,43,2,2,1,84,False
0,left,test,44,0,0,1,92,False
0,left,test,45,6,6,1,98,False
0,left,test,46,1,1,1,98,False
0,left,test,47,3,3,1,57,False
0,left,test,48,3,3,1,84,False
0,left,test,49,1,1,1,119,False
0,left,test,50,0,0,1,107,False
0,left,test,51,6,6,1,114,False
0,left,test,52,7,7,1,108,False
0,left,test,53,4,4,1,88,False
0,left,test,54,5,5,1,97,False
0,left,test,55,2,2,1,100,False
0,left,test,56,5,5,1,82,False
0,left,test,57,2,2,1,102,False
0,left,test,58,0,0,1,,False
0,left,test,59,3,3,1,71,False
0,left,test,60,7,7,1,63,False
0,left,test,61,1,1,1,,False
0,left,test,62,6,6,1,123,False
0,left,test,63,4,4,1,163,False
1,left,training,0,5,2,0,,False
1,left,training,1,1,1,1,,False
1,left,training,2,4,4,1,,False
1,left,training,3,2,3,0,,False
1,left,training,4,0,7,0,,False
1,left,training,5,7,6,0,,False
1,left,training,6,3,2,0,,False
1,left,training,7,6,1,0,,False
1,left,training,8,4,6,0,,False
1,left,training,9,2,6,0,,False
1,left,training,10,7,6,0,,False
1,left,training,11,0,3,0,,False
1,left,training,12,6,3,0,,False
1,left,training,13,5,4,0,,False
1,left,training,14,3,2,0,,False
1,left,training,15,1,4,0,,False
1,left,training,16,4,7,0,,False
1,left,training,17,7,3,0,,False
1,left,training,18,2,1,0,,False
1,left,training,19,5,1,0,,False
1,left,training,20,6,4,0,,False
1,left,training,21,1,0,0,,False
1,left,training,22,0,4,0,,False
1,left,training,23,3,2,0,,False
1,left,training,24,6,3,0,,False
1,left,training,25,3,7,0,,False
1,left,training,26,2,6,0,,False
1,left,training,27,7,7,1,,False
1,left,training,28,5,2,0,,False
1,left,training,29,0,0,1,,False
1,left,training,30,4,4,1,,False
1,left,training,31,1,2,0,,False
1,left,training,32,1,1,1,,False
1,left,training,33,5,3,0,,False
1,left,training,34,2,7,0,,False
1,left,training,35,3,1,0,,False
1,left,training,36,7,7,1,,False
1,left,training,37,0,3,0,,False
1,left,training,38,6,6,1,,False
1,left,training,39,4,4,1,,False
1,left,training,40,3,5,0,,False
1,left,training,41,5,0,0,,False
1,left,training,42,6,6,1,,False
1,left,training,43,0,0,1,,False
1,left,training,44,1,2,0,,False
1,left,training,45,4,2,0,,False
1,left,training,46,2,0,0,,False
1,left,training,47,7,7,1,,False
1,left,training,48,0,4,0,,False
1,left,training,49,4,1,0,,False
1,left,training,50,2,2,1,,False
1,left,training,51,1,4,0,,False
1,left,training,52,6,6,1,,False
1,left,training,53,7,7,1,,False
1,left,training,54,3,0,0,,False
1,left,training,55,5,0,0,,False
1,left,training,56,2,2,1,,False
1,left,training,57,7,7,1,,False
1,left,training,58,6,6,1,,False
1,left,training,59,4,5,0,,False
1,left,training,60,5,5,1,,False
1,left,training,61,0,0,1,,False
1,left,training,62,3,3,1,,False
1,left,training,63,1,1,1,,False
1,left,test,0,4,3,0,,False
1,left,test,1,7,7,1,104,False
1,left,test,2,0,0,1,91,False
1,left,test,3,1,1,1,117,False
1,left,test,4,5,2,0,82,False
1,left,test,5,2,2,1,77,False
1,left,test,6,3,4,0,92,False
1,left,test,7,6,6,1,122,False
1,left,test,8,6,6,1,140,False
1,left,test,9,2,2,1,87,False
1,left,test,10,7,7,1,112,False
1,left,test,11,3,1,0,115,False
1,left,test,12,0,0,1,84,False
1,left,test,13,5,5,1,67,False
1,left,test,14,1,4,0,111,False
1,left,test,15,4,4,1,108,False
1,left,test,16,1,5,0,77,False
1,left,test,17,4,5,0,108,False
1,left,test,18,0,4,0,85,False
1,left,test,19,7,7,1,83,False
1,left,test,20,3,3,1,102,False
1,left,test,21,5,5,1,92,False
1,left,test,22,2,2,1,88,False
1,left,test,23,6,6,1,84,False
1,left,test,24,7,7,1,183,False
1,left,test,25,5,5,1,99,False
1,left,test,26,0,4,0,,False
1,left,test,27,3,3,1,89,False
1,left,test,28,6,7,0,106,False
1,left,test,29,2,2,1,86,False
1,left,test,30,1,0,0,100,False
1,left,test,31,4,4,1,99,False
1,left,test,32,1,1,1,91,False
1,left,test,33,5,5,1,97,False
1,left,test,34,6,6,1,88,False
1,left,test,35,3,3,1,,False
1,left,test,36,4,4,1,90,False
1,left,test,37,2,2,1,90,False
1,left,test,38,7,7,1,82,False
1,left,test,39,0,0,1,91,False
1,left,test,40,6,6,1,69,False
1,left,test,41,4,4,1,86,False
1,left,test,42,3,3,1,69,False
1,left,test,43,5,1,0,100,False
1,left,test,44,1,4,0,91,False
1,left,test,45,2,2,1,91,False
1,left,test,46,0,0,1,80,False
1,left,test,47,7,7,1,80,False
1,left,test,48,5,5,1,90,False
1,left,test,49,2,2,1,102,False
1,left,test,50,0,0,1,73,False
1,left,test,51,1,1,1,78,False
1,left,test,52,6,6,1,91,False
1,left,test,53,7,7,1,95,False
1,left,test,54,3,3,1,84,False
1,left,test,55,4,4,1,121,False
1,left,test,56,0,0,1,177,False
1,left,test,57,3,3,1,94,False
1,left,test,58,7,7,1,95,False
1,left,test,59,4,4,1,80,False
1,left,test,60,6,6,1,117,False
1,left,test,61,5,5,1,81,False
1,left,test,62,1,1,1,,False
1,left,test,63,2,2,1,79,False
2,left,training,0,3,2,0,,False
2,left,training,1,6,6,1,,False
2,left,training,2,5,5,1,,False
2,left,training,3,2,7,0,,False
2,left,training,4,7,7,1,,False
2,left,training,5,1,5,0,,False
2,left,training,6,4,4,1,,False
2,left,training,7,0,0,1,,False
2,left,training,8,3,3,1,,False
2,left,training,9,1,1,1,,False
2,left,training,10,5,5,1,,False
2,left,training,11,6,6,1,,False
2,left,training,12,4,4,1,,False
2,left,training,13,0,0,1,,False
2,left,training,14,7,7,1,,False
2,left,training,15,2,2,1,,False
2,left,training,16,2,2,1,,False
2,left,training,17,3,3,1,,False
2,left,training,18,0,0,1,,False
2,left,training,19,6,6,1,,False
2,left,training,20,7,7,1,,False
2,left,training,21,1,1,1,,False
2,left,training,22,5,2,0,,False
2,left,training,23,4,4,1,,False
2,left,training,24,0,0,1,,False
2,left,training,25,5,5,1,,False
2,left,training,26,1,1,1,,False
2,left,training,27,3,3,1,,False
2,left,training,28,2,2,1,,False
2,left,training,29,7,7,1,,False
2,left,training,30,4,4,1,,False
2,left,training,31,6,6,1,,False
2,left,training,32,7,7,1,,False
2,left,training,33,3,3,1,,False
2,left,training,34,1,1,1,,False
2,left,training,35,5,5,1,,False
2,left,training,36,0,0,1,,False
2,left,training,37,2,2,1,,False
2,left,training,38,6,6,1,,False
2,left,training,39,4,4,1,,False
2,left,training,40,1,1,1,,False
2,left,training,41,5,5,1,,False
2,left,training,42,0,0,1,,False
2,left,training,43,2,2,1,,False
2,left,training,44,6,6,1,,False
2,left,training,45,4,4,1,,False
2,left,training,46,7,7,1,,False
2,left,training,47,3,3,1,,False
2,left,training,48,6,6,1,,False
2,left,training,49,3,3,1,,False
2,left,training,50,7,7,1,,False
2,left,training,51,0,0,1,,False
2,left,training,52,5,5,1,,False
2,left,training,53,2,2,1,,False
2,left,training,54,4,4,1,,False
2,left,training,55,1,1,1,,False
2,left,training,56,0,0,1,,False
2,left,training,57,4,4,1,,False
2,left,training,58,7,7,1,,False
2,left,training,59,6,6,1,,False
2,left,training,60,2,2,1,,False
2,left,training,61,1,1,1,,False
2,left,training,62,5,2,0,,False
2,left,training,63,3,3,1,,False
2,left,test,0,5,5,1,84,False
2,left,test,1,6,6,1,94,False
2,left,test,2,1,1,1,90,False
2,left,test,3,7,7,1,,False
2,left,test,4,2,2,1,101,False
2,left,test,5,3,3,1,106,False
2,left,test,6,0,0,1,92,False
2,left,test,7,4,4,1,67,False
2,left,test,8,6,6,1,112,False
2,left,test,9,0,0,1,110,False
2,left,test,10,5,2,0,93,False
2,left,test,11,1,1,1,125,False
2,left,test,12,3,3,1,104,False
2,left,test,13,4,4,1,109,False
2,left,test,14,2,2,1,86,False
2,left,test,15,7,7,1,75,False
2,left,test,16,4,3,0,136,False
2,left,test,17,1,1,1,120,False
2,left,test,18,7,7,1,,False
2,left,test,19,3,3,1,,False
2,left,test,20,0,0,1,93,False
2,left,test,21,5,5,1,90,False
2,left,test,22,6,6,1,112,False
2,left,test,23,2,2,1,97,False
2,left,test,24,2,2,1,94,False
2,left,test,25,7,7,1,139,False
2,left,test,26,3,3,1,,False
2,left,test,27,6,6,1,92,False
2,left,test,28,0,0,1,174,False
2,left,test,29,4,4,1,126,False
2,left,test,30,5,2,0,143,False
2,left,test,31,1,1,1,,False
2,left,test,32,3,3,1,105,False
2,left,test,33,4,4,1,,False
2,left,test,34,7,7,1,,False
2,left,test,35,2,2,1,101,False
2,left,test,36,6,6,1,102,False
2,left,test,37,1,1,1,81,False
2,left,test,38,5,2,0,108,False
2,left,test,39,0,0,1,96,False
2,left,test,40,3,3,1,109,False
2,left,test,41,0,0,1,103,False
2,left,test,42,4,4,1,115,False
2,left,test,43,6,6,1,92,False
2,left,test,44,5,5,1,87,False
2,left,test,45,1,1,1,70,False
2,left,test,46,7,7,1,123,False
2,left,test,47,2,2,1,120,False
2,left,test,48,2,2,1,118,False
2,left,test,49,0,0,1,55,False
2,left,test,50,5,5,1,108,False
2,left,test,51,7,7,1,137,False
2,left,test,52,3,3,1,106,False
2,left,test,53,1,1,1,101,False
2,left,test,54,4,4,1,114,False
2,left,test,55,6,6,1,120,False
2,left,test,56,2,2,1,136,False
2,left,test,57,4,4,1,92,False
2,left,test,58,3,3,1,71,False
2,left,test,59,1,1,1,98,False
2,left,test,60,7,7,1,,False
2,left,test,61,6,6,1,97,False
2,left,test,62,5,5,1,116,False
2,left,test,63,0,0,1,,False
3,left,training,0,0,5,0,,False
3,left,training,1,1,6,0,,False
3,left,training,2,2,0,0,,False
3,left,training,3,4,2,0,,False
3,left,training,4,5,0,0,,False
3,left,training,5,7,7,1,,False
3,left,training,6,6,3,0,,False
3,left,training,7,3,4,0,,False
3,left,training,8,1,4,0,,False
3,left,training,9,2,0,0,,False
3,left,training,10,4,4,1,,False
3,left,training,11,7,7,1,,False
3,left,training,12,5,6,0,,False
3,left,training,13,0,2,0,,False
3,left,training,14,3,4,0,,False
3,left,training,15,6,6,1,,False
3,left,training,16,6,0,0,,False
3,left,training,17,1,4,0,,False
3,left,training,18,3,4,0,,False
3,left,training,19,5,6,0,,False
3,left,training,20,2,2,1,,False
3,left,training,21,7,6,0,,False
3,left,training,22,0,7,0,,False
3,left,training,23,4,4,1,,False
3,left,training,24,1,1,1,,False
3,left,training,25,6,6,1,,False
3,left,training,26,0,0,1,,False
3,left,training,27,5,0,0,,False
3,left,training,28,7,1,0,,False
3,left,training,29,2,2,1,,False
3,left,training,30,4,0,0,,False
3,left,training,31,3,4,0,,False
3,left,training,32,0,5,0,,False
3,left,training,33,6,6,1,,False
3,left,training,34,5,5,1,,False
3,left,training,35,3,4,0,,False
3,left,training,36,7,1,0,,False
3,left,training,37,2,2,1,,False
3,left,training,38,4,4,1,,False
3,left,training,39,1,0,0,,False
3,left,training,40,4,4,1,,False
3,left,training,41,5,5,1,,False
3,left,training,42,1,0,0,,False
3,left,training,43,2,2,1,,False
3,left,training,44,7,7,1,,False
3,left,training,45,6,7,0,,False
3,left,training,46,3,4,0,,False
3,left,training,47,0,0,1,,False
3,left,training,48,2,2,1,,False
3,left,training,49,5,5,1,,False
3,left,training,50,4,4,1,,False
3,left,training,51,0,0,1,,False
3,left,training,52,3,3,1,,False
3,left,training,53,7,7,1,,False
3,left,training,54,1,1,1,,False
3,left,training,55,6,6,1,,False
3,left,training,56,4,4,1,,False
3,left,training,57,1,1,1,,False
3,left,training,58,3,3,1,,False
3,left,training,59,2,2,1,,False
3,left,training,60,5,5,1,,False
3,left,training,61,7,7,1,,False
3,left,training,62,0,4,0,,False
3,left,training,63,6,6,1,,False
3,left,test,0,2,2,1,124,False
3,left,test,1,6,6,1,81,False
3,left,test,2,7,7,1,122,False
3,left,test,3,5,5,1,146,False
3,left,test,4,0,4,0,122,False
3,left,test,5,1,1,1,124,False
3,left,test,6,4,4,1,112,False
3,left,test,7,3,3,1,138,False
3,left,test,8,5,5,1,125,False
3,left,test,9,7,7,1,133,False
3,left,test,10,4,4,1,129,False
3,left,test,11,6,6,1,128,False
3,left,test,12,2,2,1,136,False
3,left,test,13,1,1,1,155,False
3,left,test,14,0,0,1,76,False
3,left,test,15,3,3,1,,False
3,left,test,16,5,5,1,148,False
3,left,test,17,3,4,0,170,False
3,left,test,18,0,0,1,136,False
3,left,test,19,7,6,0,,False
3,left,test,20,1,1,1,109,False
3,left,test,21,6,6,1,132,False
3,left,test,22,2,2,1,157,False
3,left,test,23,4,4,1,128,False
3,left,test,24,3,3,1,123,False
3,left,test,25,7,7,1,110,False
3,left,test,26,5,5,1,101,False
3,left,test,27,4,4,1,183,False
3,left,test,28,2,2,1,109,False
3,left,test,29,6,7,0,72,False
3,left,test,30,0,0,1,105,False
3,left,test,31,1,1,1,132,False
3,left,test,32,6,7,0,120,False
3,left,test,33,4,4,1,149,False
3,left,test,34,3,3,1,113,False
3,left,test,35,0,0,1,141,False
3,left,test,36,2,2,1,131,False
3,left,test,37,5,5,1,150,False
3,left,test,38,1,1,1,110,False
3,left,test,39,7,7,1,101,False
3,left,test,40,5,5,1,140,False
3,left,test,41,7,7,1,122,False
3,left,test,42,1,1,1,152,False
3,left,test,43,2,2,1,78,False
3,left,test,44,3,3,1,79,False
3,left,test,45,4,4,1,129,False
3,left,test,46,0,0,1,150,False
3,left,test,47,6,6,1,143,False
3,left,test,48,5,5,1,159,False
3,left,test,49,4,4,1,102,False
3,left,test,50,3,3,1,116,False
3,left,test,51,0,0,1,172,False
3,left,test,52,7,7,1,89,False
3,left,test,53,2,2,1,107,False
3,left,test,54,6,6,1,91,False
3,left,test,55,1,1,1,150,False
3,left,test,56,0,0,1,159,False
3,left,test,57,3,3,1,94,False
3,left,test,58,5,5,1,163,False
3,left,test,59,1,1,1,158,False
3,left,test,60,4,4,1,93,False
3,left,test,61,6,6,1,89,False
3,left,test,62,2,2,1,105,False
3,left,test,63,7,7,1,132,False
4,left,training,0,3,3,1,,False
4,left,training,1,4,5,0,,False
4,left,training,2,7,2,0,,False
4,left,training,3,1,0,0,,False
4,left,training,4,5,5,1,,False
4,left,training,5,2,5,0,,False
4,left,training,6,0,2,0,,False
4,left,training,7,6,6,1,,False
4,left,training,8,5,5,1,,False
4,left,training,9,7,7,1,,False
4,left,training,10,1,1,1,,False
4,left,training,11,6,3,0,,False
4,left,training,12,4,1,0,,False
4,left,training,13,2,0,0,,False
4,left,training,14,3,3,1,,False
4,left,training,15,0,3,0,,False
4,left,training,16,7,7,1,,False
4,left,training,17,3,2,0,,False
4,left,training,18,1,1,1,,False
4,left,training,19,5,6,0,,False
4,left,training,20,6,2,0,,False
4,left,training,21,2,2,1,,False
4,left,training,22,0,0,1,,False
4,left,training,23,4,4,1,,False
4,left,training,24,7,7,1,,False
4,left,training,25,0,0,1,,False
4,left,training,26,1,1,1,,False
4,left,training,27,2,2,1,,False
4,left,training,28,3,3,1,,False
4,left,training,29,4,4,1,,False
4,left,training,30,5,5,1,,False
4,left,training,31,6,6,1,,False
4,left,training,32,7,7,1,,False
4,left,training,33,6,6,1,,False
4,left,training,34,1,1,1,,False
4,left,training,35,0,0,1,,False
4,left,training,36,3,3,1,,False
4,left,training,37,2,2,1,,False
4,left,training,38,5,5,1,,False
4,left,training,39,4,4,1,,False
4,left,training,40,7,7,1,,False
4,left,training,41,6,6,1,,False
4,left,training,42,0,0,1,,False
4,left,training,43,3,3,1,,False
4,left,training,44,1,1,1,,False
4,left,training,45,2,2,1,,False
4,left,training,46,5,5,1,,False
4,left,training,47,4,4,1,,False
4,left,training,48,2,2,1,,False
4,left,training,49,1,1,1,,False
4,left,training,50,4,4,1,,False
4,left,training,51,3,3,1,,False
4,left,training,52,6,6,1,,False
4,left,training,53,5,5,1,,False
4,left,training,54,7,7,1,,False
4,left,training,55,0,0,1,,False
4,left,training,56,1,1,1,,False
4,left,training,57,2,2,1,,False
4,left,training,58,0,0,1,,False
4,left,training,59,5,5,1,,False
4,left,training,60,3,3,1,,False
4,left,training,61,7,7,1,,False
4,left,training,62,6,6,1,,False
4,left,training,63,4,4,1,,False
4,left,test,0,1,1,1,88,False
4,left,test,1,7,7,1,94,False
4,left,test,2,2,2,1,92,False
4,left,test,3,0,0,1,120,False
4,left,test,4,4,4,1,103,False
4,left,test,5,5,5,1,95,False
4,left,test,6,6,6,1,80,False
4,left,test,7,3,3,1,109,False
4,left,test,8,2,2,1,117,False
4,left,test,9,6,6,1,131,False
4,left,test,10,5,5,1,82,False
4,left,test,11,7,7,1,132,False
4,left,test,12,1,1,1,116,False
4,left,test,13,0,0,1,113,False
4,left,test,14,4,4,1,114,False
4,left,test,15,3,3,1,113,False
4,left,test,16,0,0,1,84,False
4,left,test,17,3,3,1,102,False
4,left,test,18,7,7,1,108,False
4,left,test,19,2,2,1,109,False
4,left,test,20,5,5,1,116,False
4,left,test,21,1,1,1,97,False
4,left,test,22,4,4,1,,False
4,left,test,23,6,6,1,170,False
4,left,test,24,4,4,1,98,False
4,left,test,25,6,6,1,149,False
4,left,test,26,5,5,1,85,False
4,left,test,27,7,7,1,116,False
4,left,test,28,2,2,1,122,False
4,left,test,29,1,1,1,97,False
4,left,test,30,0,0,1,96,False
4,left,test,31,3,3,1,95,False
4,left,test,32,0,0,1,161,False
4,left,test,33,6,6,1,,False
4,left,test,34,1,1,1,127,False
4,left,test,35,4,4,1,117,False
4,left,test,36,7,7,1,86,False
4,left,test,37,2,2,1,,False
4,left,test,38,3,3,1,105,False
4,left,test,39,5,5,1,90,False
4,left,test,40,3,3,1,90,False
4,left,test,41,1,1,1,108,False
4,left,test,42,6,6,1,,False
4,left,test,43,2,2,1,102,False
4,left,test,44,7,7,1,108,False
4,left,test,45,0,0,1,106,False
4,left,test,46,4,4,1,118,False
4,left,test,47,5,5,1,116,False
4,left,test,48,0,0,1,91,False
4,left,test,49,4,4,1,102,False
4,left,test,50,2,2,1,97,False
4,left,test,51,5,5,1,95,False
4,left,test,52,6,6,1,114,False
4,left,test,53,7,7,1,167,False
4,left,test,54,1,1,1,98,False
4,left,test,55,3,3,1,88,False
4,left,test,56,7,7,1,79,False
4,left,test,57,2,2,1,112,False
4,left,test,58,3,3,1,80,False
4,left,test,59,6,6,1,106,False
4,left,test,60,5,2,0,95,False
4,left,test,61,4,4,1,111,False
4,left,test,62,0,0,1,92,False
4,left,test,63,1,1,1,118,False
5,left,training,0,4,4,1,,False
5,left,training,1,7,7,1,,False
5,left,training,2,5,2,0,,False
5,left,training,3,0,6,0,,False
5,left,training,4,3,3,1,,False
5,left,training,5,1,0,0,,False
5,left,training,6,2,2,1,,False
5,left,training,7,6,6,1,,False
5,left,training,8,3,5,0,,False
5,left,training,9,1,1,1,,False
5,left,training,10,0,3,0,,False
5,left,training,11,7,7,1,,False
5,left,training,12,2,2,1,,False
5,left,training,13,4,4,1,,False
5,left,training,14,6,6,1,,False
5,left,training,15,5,7,0,,False
5,left,training,16,6,6,1,,False
5,left,training,17,0,3,0,,False
5,left,training,18,1,1,1,,False
5,left,training,19,3,5,0,,False
5,left,training,20,4,4,1,,False
5,left,training,21,2,5,0,,False
5,left,training,22,5,5,1,,False
5,left,training,23,7,6,0,,False
5,left,training,24,2,2,1,,False
5,left,training,25,5,5,1,,False
5,left,training,26,7,7,1,,False
5,left,training,27,1,1,1,,False
5,left,training,28,3,3,1,,False
5,left,training,29,6,6,1,,False
5,left,training,30,0,0,1,,False
5,left,training,31,4,4,1,,False
5,left,training,32,7,7,1,,False
5,left,training,33,2,2,1,,False
5,left,training,34,0,0,1,,False
5,left,training,35,5,5,1,,False
5,left,training,36,4,4,1,,False
5,left,training,37,6,6,1,,False
5,left,training,38,3,3,1,,False
5,left,training,39,1,1,1,,False
5,left,training,40,3,3,1,,False
5,left,training,41,4,4,1,,False
5,left,training,42,1,1,1,,False
5,left,training,43,2,2,1,,False
5,left,training,44,5,5,1,,False
5,left,training,45,6,6,1,,False
5,left,training,46,7,7,1,,False
5,left,training,47,0,0,1,,False
5,left,training,48,5,5,1,,False
5,left,training,49,1,1,1,,False
5,left,training,50,2,2,1,,False
5,left,training,51,4,4,1,,False
5,left,training,52,3,0,0,,False
5,left,training,53,6,6,1,,False
5,left,training,54,0,0,1,,False
5,left,training,55,7,7,1,,False
5,left,training,56,0,0,1,,False
5,left,training,57,2,2,1,,False
5,left,training,58,5,5,1,,False
5,left,training,59,6,6,1,,False
5,left,training,60,3,3,1,,False
5,left,training,61,4,4,1,,False
5,left,training,62,1,1,1,,False
5,left,training,63,7,7,1,,False
5,left,test,0,6,6,1,141,False
5,left,test,1,2,2,1,139,False
5,left,test,2,3,3,1,84,False
5,left,test,3,5,5,1,,False
5,left,test,4,4,4,1,95,False
5,left,test,5,7,7,1,138,False
5,left,test,6,1,1,1,124,False
5,left,test,7,0,0,1,95,False
5,left,test,8,4,4,1,135,False
5,left,test,9,5,5,1,140,False
5,left,test,10,7,7,1,120,False
5,left,test,11,2,2,1,84,False
5,left,test,12,1,1,1,138,False
5,left,test,13,6,6,1,112,False
5,left,test,14,0,0,1,117,False
5,left,test,15,3,3,1,74,False
5,left,test,16,2,2,1,73,False
5,left,test,17,7,7,1,120,False
5,left,test,18,1,1,1,129,False
5,left,test,19,5,5,1,122,False
5,left,test,20,3,3,1,148,False
5,left,test,21,6,6,1,152,False
5,left,test,22,0,0,1,,False
5,left,test,23,4,4,1,87,False
5,left,test,24,7,7,1,,False
5,left,test,25,1,1,1,,False
5,left,test,26,6,6,1,77,False
5,left,test,27,3,3,1,147,False
5,left,test,28,4,4,1,43,False
5,left,test,29,0,0,1,140,False
5,left,test,30,2,2,1,110,False
5,left,test,31,5,5,1,36,False
5,left,test,32,2,2,1,79,False
5,left,test,33,5,5,1,81,False
5,left,test,34,0,0,1,89,False
5,left,test,35,7,7,1,65,False
5,left,test,36,1,1,1,79,False
5,left,test,37,6,6,1,66,False
5,left,test,38,4,4,1,51,False
5,left,test,39,3,3,1,113,False
5,left,test,40,0,0,1,59,False
5,left,test,41,1,1,1,119,False
5,left,test,42,5,5,1,55,False
5,left,test,43,6,6,1,58,False
5,left,test,44,7,7,1,124,False
5,left,test,45,4,4,1,74,False
5,left,test,46,3,3,1,88,False
5,left,test,47,2,2,1,65,False
5,left,test,48,7,6,0,56,False
5,left,test,49,2,2,1,136,False
5,left,test,50,1,1,1,90,False
5,left,test,51,0,0,1,53,False
5,left,test,52,6,6,1,59,False
5,left,test,53,3,3,1,63,False
5,left,test,54,5,5,1,139,False
5,left,test,55,4,4,1,73,False
5,left,test,56,6,6,1,55,False
5,left,test,57,5,5,1,136,False
5,left,test,58,0,0,1,58,False
5,left,test,59,4,4,1,65,False
5,left,test,60,3,3,1,70,False
5,left,test,61,7,7,1,71,False
5,left,test,62,1,1,1,56,False
5,left,test,63,2,2,1,66,False
6,left,training,0,1,1,1,,True
6,left,training,1,3,3,1,,True
6,left,training,2,4,1,0,,True
6,left,training,3,6,6,1,,True
6,left,training,4,5,2,0,,True
6,left,training,5,2,2,1,,True
6,left,training,6,7,7,1,,True
6,left,training,7,0,0,1,,True
6,left,training,8,5,2,0,,True
6,left,training,9,0,0,1,,True
6,left,training,10,1,1,1,,True
6,left,training,11,6,7,0,,True
6,left,training,12,2,2,1,,True
6,left,training,13,7,6,0,,True
6,left,training,14,4,5,0,,True
6,left,training,15,3,3,1,,True
6,left,training,16,3,3,1,,True
6,left,training,17,7,7,1,,True
6,left,training,18,6,7,0,,True
6,left,training,19,0,3,0,,True
6,left,training,20,2,2,1,,True
6,left,training,21,1,1,1,,True
6,left,training,22,4,4,1,,True
6,left,training,23,5,5,1,,True
6,left,training,24,5,5,1,,True
6,left,training,25,6,7,0,,True
6,left,training,26,0,0,1,,True
6,left,training,27,7,7,1,,True
6,left,training,28,1,1,1,,True
6,left,training,29,2,2,1,,True
